# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Year
ORV,F,Rashard Lewis,21,SEA,1,620,0.002,0.0,0.0,1.0,78,34.9,14.8,6.9,1.6,1.2,0.6,0.48,0.432,0.826,8.0,0.142,2000
ORV,F,Peja Stojaković,23,SAC,1,620,0.002,0.0,0.0,1.0,75,38.7,20.4,5.8,2.2,1.2,0.2,0.47,0.4,0.856,10.1,0.168,2000
ORV,F,Antoine Walker,24,BOS,1,620,0.002,0.0,0.0,1.0,81,41.9,23.4,8.9,5.5,1.7,0.6,0.413,0.367,0.716,6.6,0.093,2000
1st,C,Shaquille O'Neal,29,LAL,626,630,0.994,125.0,0.0,1.0,67,36.1,27.2,10.7,3.0,0.6,2.0,0.579,0.0,0.555,13.2,0.262,2001
1st,F,Tim Duncan,25,SAS,626,630,0.994,124.0,,,82,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257,2001
1st,G,Jason Kidd,28,NJN,601,630,0.954,115.0,,,82,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,0.14,2001
1st,F,Tracy McGrady,22,ORL,513,630,0.814,80.0,,,76,38.3,25.6,7.9,5.3,1.6,1.0,0.451,0.364,0.748,11.5,0.189,2001
1st,G,Kobe Bryant,23,LAL,507,630,0.805,72.0,,,80,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199,2001
2nd,F,Kevin Garnett,25,MIN,391,630,0.621,31.0,,,81,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194,2001
2nd,F,Dirk Nowitzki,23,DAL,358,630,0.568,22.0,,,76,38.0,23.4,9.9,2.4,1.1,1.0,0.477,0.397,0.853,13.4,0.222,2001
2nd,F,Chris Webber,28,SAC,339,630,0.538,21.0,,,54,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.749,8.6,0.2,2001
2nd,G,Gary Payton,33,SEA,284,630,0.451,11.0,,,82,40.3,22.1,4.8,9.0,1.6,0.3,0.467,0.314,0.797,12.6,0.183,2001
2nd,G,Allen Iverson,26,PHI,272,630,0.432,12.0,,,60,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.291,0.812,6.9,0.126,2001
3rd,F,Paul Pierce,24,BOS,230,630,0.365,9.0,,,82,40.3,26.1,6.9,3.2,1.9,1.0,0.442,0.404,0.809,12.9,0.187,2001
3rd,C,Ben Wallace,27,DET,195,630,0.31,3.0,,,80,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19,2001
3rd,C,Dikembe Mutombo,35,PHI,105,630,0.167,0.0,,,80,36.3,11.5,10.8,1.0,0.4,2.4,0.501,,0.764,9.6,0.158,2001
3rd,G,Steve Nash,27,DAL,96,630,0.152,1.0,,,82,34.6,17.9,3.1,7.7,0.6,0.0,0.483,0.455,0.887,9.9,0.167,2001
3rd,C,Jermaine O'Neal,23,IND,78,630,0.124,0.0,,,72,37.6,19.0,10.5,1.6,0.6,2.3,0.479,0.071,0.688,6.4,0.113,2001
ORV,F,Peja Stojaković,24,SAC,55,630,0.087,0.0,,,71,37.3,21.2,5.3,2.5,1.1,0.2,0.484,0.416,0.876,9.9,0.179,2001
ORV,C,Vlade Divac,33,SAC,51,630,0.081,0.0,,,80,30.3,11.1,8.4,3.7,1.0,1.2,0.472,0.231,0.615,7.3,0.145,2001
ORV,G,Jerry Stackhouse,27,DET,46,630,0.073,1.0,,,76,35.3,21.4,4.1,5.3,1.0,0.5,0.397,0.287,0.858,5.8,0.104,2001
ORV,F,Karl Malone,38,UTA,41,630,0.065,1.0,,,80,38.0,22.4,8.6,4.3,1.9,0.7,0.454,0.36,0.797,9.8,0.155,2001
ORV,G,Andre Miller,25,CLE,32,630,0.051,0.0,,,81,37.3,16.5,4.7,10.9,1.6,0.4,0.454,0.253,0.817,10.3,0.163,2001
ORV,F,Elton Brand,22,LAC,29,630,0.046,1.0,,,80,37.8,18.2,11.6,2.4,1.0,2.0,0.527,,0.742,13.6,0.216,2001
ORV,G,Michael Jordan,38,WAS,29,630,0.046,0.0,,,60,34.9,22.9,5.7,5.2,1.4,0.4,0.416,0.189,0.79,3.3,0.075,2001
ORV,F,Antoine Walker,25,BOS,28,630,0.044,0.0,,,81,42.0,22.1,8.8,5.0,1.5,0.5,0.394,0.344,0.741,6.7,0.094,2001
ORV,C,Alonzo Mourning,31,MIA,25,630,0.04,0.0,,,75,32.7,15.7,8.4,1.2,0.4,2.5,0.516,0.333,0.657,7.4,0.145,2001
ORV,F,Baron Davis,22,CHH,24,630,0.038,0.0,,,82,40.5,18.1,4.3,8.5,2.1,0.6,0.417,0.356,0.58,8.2,0.118,2001
ORV,F,Rasheed Wallace,27,POR,15,630,0.024,0.0,,,79,37.5,19.3,8.2,1.9,1.3,1.3,0.469,0.36,0.734,9.7,0.158,2001
ORV,G,Ray Allen,26,MIL,13,630,0.021,0.0,,,69,36.6,21.8,4.5,3.9,1.3,0.3,0.462,0.434,0.873,8.9,0.169,2001
ORV,G,John Stockton,39,UTA,11,630,0.017,1.0,,,82,31.3,13.4,3.2,8.2,1.9,0.3,0.517,0.321,0.857,10.7,0.2,2001
ORV,F,Shareef Abdur-Rahim,25,ATL,5,630,0.008,0.0,,,77,38.7,21.2,9.0,3.1,1.3,1.1,0.461,0.3,0.801,7.2,0.116,2001
ORV,G,Michael Finley,28,DAL,5,630,0.008,0.0,,,69,39.9,20.6,5.2,3.3,0.9,0.4,0.463,0.339,0.837,6.3,0.11,2001
ORV,G,Steve Francis,24,HOU,5,630,0.008,0.0,,,57,41.1,21.6,7.0,6.4,1.2,0.4,0.417,0.324,0.773,4.4,0.091,2001
ORV,G,Mike Bibby,23,SAC,4,630,0.006,0.0,,,80,33.2,13.7,2.8,5.0,1.1,0.2,0.453,0.37,0.803,6.3,0.113,2001
ORV,F,Pau Gasol,21,MEM,4,630,0.006,0.0,,,82,36.7,17.6,8.9,2.7,0.5,2.1,0.518,0.2,0.709,7.6,0.121,2001
ORV,C,Raef LaFrentz,25,TOT,4,630,0.006,0.0,,,78,31.5,13.5,7.4,1.1,0.7,2.7,0.458,0.388,0.695,6.4,0.125,2001
ORV,F,Shawn Marion,23,PHO,4,630,0.006,0.0,,,81,38.4,19.1,9.9,2.0,1.8,1.1,0.469,0.393,0.845,9.8,0.151,2001
ORV,C,David Robinson,36,SAS,4,630,0.006,0.0,,,78,29.5,12.2,8.3,1.2,1.1,1.8,0.507,,0.681,10.1,0.211,2001
ORV,F,Vince Carter,25,TOR,3,630,0.005,0.0,,,60,39.8,24.7,5.2,4.0,1.6,0.7,0.428,0.387,0.798,7.0,0.14,2001
ORV,C,Antonio Davis,33,TOR,3,630,0.005,0.0,,,77,38.7,14.5,9.6,2.0,0.7,1.1,0.426,0.0,0.818,6.5,0.105,2001
ORV,F,Clifford Robinson,35,DET,3,630,0.005,0.0,,,80,35.7,14.6,4.8,2.5,1.1,1.2,0.425,0.378,0.694,4.3,0.073,2001
ORV,F,Rashard Lewis,22,SEA,2,630,0.003,0.0,0.0,2.0,71,36.4,16.8,7.0,1.7,1.5,0.6,0.468,0.389,0.81,8.6,0.16,2001
ORV,C,Michael Olowokandi,26,LAC,2,630,0.003,0.0,0.0,2.0,80,32.1,11.1,8.9,1.1,0.7,1.8,0.433,,0.622,1.6,0.029,2001
ORV,C,Elden Campbell,33,CHH,1,630,0.002,0.0,0.0,1.0,77,28.0,13.9,6.9,1.3,0.8,1.8,0.484,0.0,0.797,7.6,0.168,2001
ORV,G,Sam Cassell,32,MIL,1,630,0.002,0.0,0.0,1.0,74,35.2,19.7,4.2,6.7,1.2,0.2,0.463,0.348,0.86,8.6,0.158,2001
ORV,G,Reggie Miller,36,IND,1,630,0.002,0.0,0.0,1.0,79,36.6,16.5,2.8,3.2,1.1,0.1,0.453,0.406,0.911,9.5,0.159,2001
ORV,G,Cuttino Mobley,26,HOU,1,630,0.002,0.0,0.0,1.0,74,42.1,21.7,4.1,2.5,1.5,0.5,0.438,0.395,0.85,5.7,0.087,2001
ORV,F,Wally Szczerbiak,24,MIN,1,630,0.002,0.0,0.0,1.0,82,38.0,18.7,4.8,3.1,0.8,0.3,0.508,0.455,0.831,8.7,0.134,2001
1st,F,Tim Duncan,26,SAS,603,610,0.989,120.0,,,81,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248,2002
1st,G,Kobe Bryant,24,LAL,599,610,0.982,118.0,,,82,41.5,30.0,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21,2002
1st,F,Kevin Garnett,26,MIN,596,610,0.977,115.0,,,82,40.5,23.0,13.4,6.0,1.4,1.6,0.502,0.282,0.751,15.6,0.225,2002
1st,C,Shaquille O'Neal,30,LAL,593,610,0.972,112.0,,,67,37.8,27.5,11.1,3.1,0.6,2.4,0.574,,0.622,13.2,0.25,2002
1st,G,Tracy McGrady,23,ORL,578,610,0.948,107.0,,,75,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262,2002
2nd,F,Dirk Nowitzki,24,DAL,360,610,0.59,5.0,,,80,39.0,25.1,9.9,3.0,1.4,1.0,0.463,0.379,0.881,16.1,0.249,2002
2nd,G,Jason Kidd,29,NJN,355,610,0.582,16.0,,,80,37.4,18.7,6.3,8.9,2.2,0.3,0.414,0.341,0.841,11.3,0.182,2002
2nd,G,Allen Iverson,27,PHI,350,610,0.574,8.0,,,82,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127,2002
2nd,F,Chris Webber,29,SAC,310,610,0.508,1.0,,,67,39.1,23.0,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,0.127,2002
2nd,C,Ben Wallace,28,DET,307,610,0.503,5.0,,,73,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176,2002
3rd,C,Jermaine O'Neal,24,IND,165,610,0.27,2.0,,,77,37.2,20.8,10.3,2.0,0.9,2.3,0.484,0.333,0.731,10.5,0.177,2002
3rd,G,Stephon Marbury,25,PHO,141,610,0.231,1.0,,,81,40.0,22.3,3.2,8.1,1.3,0.2,0.439,0.301,0.803,9.6,0.142,2002
3rd,F,Paul Pierce,25,BOS,91,610,0.149,0.0,,,79,39.2,25.9,7.3,4.4,1.8,0.8,0.416,0.302,0.802,10.1,0.157,2002
3rd,G,Steve Nash,28,DAL,85,610,0.139,0.0,,,82,33.1,17.7,2.9,7.3,1.0,0.1,0.465,0.413,0.909,11.6,0.206,2002
3rd,F,Jamal Mashburn,30,NOH,63,610,0.103,0.0,,,82,40.5,21.6,6.1,5.6,1.0,0.2,0.422,0.389,0.848,9.0,0.13,2002
ORV,C,Yao Ming,22,HOU,55,610,0.09,0.0,,,82,29.0,13.5,8.2,1.7,0.4,1.8,0.498,0.5,0.811,8.7,0.176,2002
ORV,F,Karl Malone,39,UTA,33,610,0.054,0.0,,,81,36.2,20.6,7.8,4.7,1.7,0.4,0.462,0.214,0.763,11.1,0.182,2002
ORV,F,Shawn Marion,24,PHO,28,610,0.046,0.0,,,81,41.6,21.2,9.5,2.4,2.3,1.2,0.452,0.387,0.851,13.0,0.186,2002
ORV,C,Zydrunas Ilgauskas,27,CLE,25,610,0.041,0.0,,,81,30.0,17.2,7.5,1.6,0.7,1.9,0.441,0.0,0.781,5.0,0.099,2002
ORV,C,Vlade Divac,34,SAC,23,610,0.038,0.0,,,80,29.8,9.9,7.2,3.4,1.0,1.3,0.466,0.24,0.713,7.0,0.141,2002
ORV,G,Steve Francis,25,HOU,18,610,0.03,0.0,,,81,41.0,21.0,6.2,6.2,1.7,0.5,0.435,0.354,0.8,11.1,0.16,2002
ORV,G,Ray Allen,27,TOT,15,610,0.025,0.0,,,76,37.9,22.5,5.0,4.4,1.4,0.2,0.439,0.377,0.916,9.1,0.152,2002
ORV,G,Gary Payton,34,TOT,14,610,0.023,0.0,,,80,40.1,20.4,4.2,8.3,1.7,0.3,0.454,0.297,0.71,9.1,0.136,2002
ORV,F,Rasheed Wallace,28,POR,14,610,0.023,0.0,,,74,36.3,18.1,7.4,2.1,0.9,1.0,0.471,0.358,0.735,8.5,0.151,2002
ORV,G,Allan Houston,31,NYK,10,610,0.016,0.0,,,82,37.9,22.5,2.8,2.7,0.7,0.1,0.445,0.396,0.919,7.2,0.111,2002
ORV,C,Pau Gasol,22,MEM,8,610,0.013,0.0,,,82,36.0,19.0,8.8,2.8,0.4,1.8,0.51,0.1,0.736,8.5,0.138,2002
ORV,F,Brad Miller,26,IND,8,610,0.013,0.0,,,73,31.1,13.1,8.3,2.6,0.9,0.6,0.493,0.313,0.818,9.6,0.202,2002
ORV,C,David Robinson,37,SAS,8,610,0.013,0.0,,,64,26.2,8.5,7.9,1.0,0.8,1.7,0.469,,0.71,6.0,0.172,2002
ORV,F,Peja Stojaković,25,SAC,8,610,0.013,0.0,,,72,34.0,19.2,5.5,2.0,1.0,0.1,0.481,0.382,0.875,10.1,0.199,2002
ORV,G,Michael Jordan,39,WAS,7,610,0.011,0.0,,,82,37.0,20.0,6.1,3.8,1.5,0.5,0.445,0.291,0.821,6.2,0.099,2002
ORV,F,Elton Brand,23,LAC,2,610,0.003,0.0,0.0,2.0,62,39.6,18.5,11.3,2.5,1.1,2.5,0.502,0.0,0.685,7.6,0.149,2002
ORV,F,Brian Grant,30,MIA,2,610,0.003,0.0,0.0,2.0,82,32.2,10.3,10.2,1.3,0.8,0.6,0.509,,0.771,7.7,0.139,2002
ORV,F,Antawn Jamison,26,GSW,2,610,0.003,0.0,0.0,2.0,82,39.3,22.2,7.0,1.9,0.9,0.5,0.47,0.311,0.789,8.5,0.126,2002
ORV,C,Theo Ratliff,29,ATL,2,610,0.003,0.0,0.0,2.0,81,31.1,8.7,7.5,0.9,0.7,3.2,0.464,,0.72,4.0,0.077,2002
ORV,F,Amar'e Stoudemire,20,PHO,2,610,0.003,0.0,0.0,2.0,82,31.3,13.5,8.8,1.0,0.8,1.1,0.472,0.2,0.661,6.2,0.116,2002
ORV,F,Antoine Walker,26,BOS,2,610,0.003,0.0,0.0,2.0,78,41.5,20.1,7.2,4.8,1.5,0.4,0.388,0.323,0.615,2.6,0.039,2002
ORV,G,Mike Bibby,24,SAC,1,610,0.002,0.0,0.0,1.0,55,33.4,15.9,2.7,5.2,1.3,0.1,0.47,0.409,0.861,5.6,0.146,2002
ORV,G,Michael Finley,29,DAL,1,610,0.002,0.0,0.0,1.0,69,38.3,19.3,5.8,3.0,1.1,0.3,0.425,0.37,0.861,6.7,0.123,2002
ORV,C,Jamaal Magloire,24,NOH,1,610,0.002,0.0,0.0,1.0,82,29.8,10.3,8.8,1.1,0.6,1.4,0.48,0.0,0.717,6.7,0.133,2002
ORV,G,Tony Parker,20,SAS,1,610,0.002,0.0,0.0,1.0,82,33.8,15.5,2.6,5.3,0.9,0.0,0.464,0.337,0.755,7.7,0.134,2002
ORV,F,Jalen Rose,30,CHI,1,610,0.002,0.0,0.0,1.0,82,40.9,22.1,4.3,4.8,0.9,0.3,0.406,0.37,0.854,3.6,0.052,2002
ORV,G,John Stockton,40,UTA,1,610,0.002,0.0,0.0,1.0,82,27.7,10.8,2.5,7.7,1.7,0.2,0.483,0.363,0.826,9.0,0.19,2002
ORV,F,Wally Szczerbiak,25,MIN,1,610,0.002,0.0,0.0,1.0,52,35.3,17.6,4.6,2.6,0.8,0.4,0.481,0.421,0.867,5.2,0.135,2002
1st,F,Kevin Garnett,27,MIN,615,615,1.0,123.0,0.0,0.0,82,39.4,24.2,13.9,5.0,1.5,2.2,0.499,0.256,0.791,18.3,0.272,2003
1st,F,Tim Duncan,27,SAS,597,615,0.971,114.0,,,69,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249,2003
1st,G,Kobe Bryant,25,LAL,582,615,0.946,111.0,,,65,37.6,24.0,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21,2003
1st,C,Shaquille O'Neal,31,LAL,556,615,0.904,95.0,,,67,36.8,21.5,11.5,2.9,0.5,2.5,0.584,,0.49,9.9,0.192,2003
1st,G,Jason Kidd,30,NJN,421,615,0.685,55.0,,,67,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.827,7.2,0.141,2003
2nd,C,Jermaine O'Neal,25,IND,423,615,0.688,31.0,,,78,35.7,20.1,10.0,2.1,0.8,2.6,0.434,0.111,0.757,9.0,0.155,2003
2nd,F,Peja Stojaković,26,SAC,378,615,0.615,14.0,,,81,40.3,24.2,6.3,2.1,1.3,0.2,0.48,0.433,0.927,13.5,0.198,2003
2nd,G,Sam Cassell,34,MIN,322,615,0.524,34.0,,,81,35.0,19.8,3.3,7.3,1.3,0.2,0.488,0.398,0.873,12.1,0.205,2003
2nd,G,Tracy McGrady,24,ORL,274,615,0.446,16.0,,,67,39.9,28.0,6.0,5.5,1.4,0.6,0.417,0.339,0.796,8.4,0.151,2003
2nd,C,Ben Wallace,29,DET,195,615,0.317,2.0,,,81,37.7,9.5,12.4,1.7,1.8,3.0,0.421,0.125,0.49,10.2,0.16,2003
3rd,C,Yao Ming,23,HOU,189,615,0.307,0.0,,,82,32.8,17.5,9.0,1.5,0.3,1.9,0.522,0.0,0.809,11.4,0.202,2003
3rd,G,Baron Davis,24,NOH,176,615,0.286,10.0,,,67,40.1,22.9,4.3,7.5,2.4,0.4,0.395,0.321,0.673,7.5,0.133,2003
3rd,F,Dirk Nowitzki,25,DAL,145,615,0.236,0.0,,,77,37.9,21.8,8.7,2.7,1.2,1.4,0.462,0.341,0.877,11.5,0.19,2003
3rd,G,Michael Redd,24,MIL,95,615,0.154,4.0,,,82,36.8,21.7,5.0,2.3,1.0,0.1,0.44,0.35,0.868,9.7,0.154,2003
3rd,F,Metta World Peace,24,IND,90,615,0.146,0.0,,,73,37.2,18.3,5.3,3.7,2.1,0.7,0.421,0.31,0.733,8.0,0.141,2003
ORV,G,Steve Nash,29,DAL,75,615,0.122,3.0,,,78,33.5,14.5,3.0,8.8,0.9,0.1,0.47,0.405,0.916,8.8,0.162,2003
ORV,F,Paul Pierce,26,BOS,68,615,0.111,0.0,,,80,38.7,23.0,6.5,5.1,1.6,0.7,0.402,0.299,0.819,7.1,0.109,2003
ORV,F,LeBron James,19,CLE,48,615,0.078,1.0,,,79,39.5,20.9,5.5,5.9,1.6,0.7,0.417,0.29,0.754,5.1,0.078,2003
ORV,F,Andrei Kirilenko,22,UTA,48,615,0.078,0.0,,,78,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192,2003
ORV,G,Stephon Marbury,26,TOT,44,615,0.072,0.0,,,81,40.2,20.2,3.2,8.9,1.6,0.1,0.431,0.318,0.817,9.1,0.134,2003
ORV,F,Lamar Odom,24,MIA,20,615,0.033,0.0,,,80,37.5,17.1,9.7,4.1,1.1,0.9,0.43,0.298,0.742,8.4,0.134,2003
ORV,G,Mike Bibby,25,SAC,18,615,0.029,1.0,,,82,36.3,18.4,3.4,5.4,1.4,0.2,0.45,0.392,0.815,9.3,0.151,2003
ORV,F,Zach Randolph,22,POR,18,615,0.029,0.0,,,81,37.9,20.1,10.5,2.0,0.8,0.5,0.485,0.2,0.761,7.1,0.111,2003
ORV,F,Vince Carter,27,TOR,16,615,0.026,0.0,,,73,38.2,22.5,4.8,4.8,1.2,0.9,0.417,0.383,0.806,6.0,0.103,2003
ORV,F,Carmelo Anthony,19,DEN,14,615,0.023,0.0,,,82,36.5,21.0,6.1,2.8,1.2,0.5,0.426,0.322,0.777,6.1,0.098,2003
ORV,G,Chauncey Billups,27,DET,12,615,0.02,0.0,,,78,35.4,16.9,3.5,5.7,1.1,0.1,0.394,0.388,0.878,11.3,0.198,2003
ORV,C,Brad Miller,27,SAC,12,615,0.02,0.0,,,72,36.4,14.1,10.3,4.3,0.9,1.2,0.51,0.316,0.778,10.0,0.184,2003
ORV,C,Jamaal Magloire,25,NOH,9,615,0.015,0.0,,,82,33.9,13.6,10.3,1.0,0.5,1.2,0.473,0.0,0.751,7.6,0.131,2003
ORV,C,Pau Gasol,23,MEM,8,615,0.013,0.0,,,78,31.5,17.7,7.7,2.5,0.6,1.7,0.482,0.267,0.714,8.1,0.159,2003
ORV,G,Allen Iverson,28,PHI,8,615,0.013,0.0,,,48,42.5,26.4,3.7,6.8,2.4,0.1,0.387,0.286,0.745,2.8,0.066,2003
ORV,G,Ray Allen,28,SEA,6,615,0.01,0.0,,,56,38.4,23.0,5.1,4.8,1.3,0.2,0.44,0.392,0.904,6.9,0.153,2003
ORV,F,Elton Brand,24,LAC,5,615,0.008,0.0,,,69,38.7,20.0,10.3,3.3,0.9,2.2,0.493,0.0,0.773,9.7,0.174,2003
ORV,C,Erick Dampier,28,GSW,4,615,0.007,0.0,,,74,32.5,12.3,12.0,0.8,0.4,1.9,0.535,0.0,0.654,8.9,0.178,2003
ORV,G,Michael Finley,30,DAL,4,615,0.007,0.0,,,72,38.6,18.6,4.5,2.9,1.2,0.5,0.443,0.405,0.85,7.6,0.131,2003
ORV,G,Manu Ginóbili,26,SAS,4,615,0.007,0.0,,,77,29.4,12.8,4.5,3.8,1.8,0.2,0.418,0.359,0.802,9.1,0.194,2003
ORV,C,Zydrunas Ilgauskas,28,CLE,4,615,0.007,0.0,,,81,31.3,15.3,8.1,1.3,0.5,2.5,0.483,0.286,0.746,7.8,0.147,2003
ORV,F,Amar'e Stoudemire,21,PHO,4,615,0.007,0.0,,,55,36.8,20.6,9.0,1.4,1.2,1.6,0.475,0.2,0.713,4.4,0.105,2003
ORV,G,Jason Williams,28,MEM,4,615,0.007,0.0,,,72,29.4,10.9,2.0,6.8,1.3,0.1,0.407,0.33,0.837,5.4,0.122,2003
ORV,G,Richard Hamilton,25,DET,3,615,0.005,0.0,,,78,35.5,17.6,3.6,4.0,1.3,0.2,0.455,0.265,0.868,8.1,0.141,2003
ORV,F,Shawn Marion,25,PHO,2,615,0.003,0.0,0.0,2.0,79,40.7,19.0,9.3,2.7,2.1,1.3,0.44,0.34,0.851,9.1,0.135,2003
ORV,G,Tony Parker,21,SAS,2,615,0.003,0.0,0.0,2.0,75,34.4,14.7,3.2,5.5,0.8,0.1,0.447,0.312,0.702,7.5,0.14,2003
ORV,F,Rasheed Wallace,29,TOT,2,615,0.003,0.0,0.0,2.0,68,35.1,16.0,6.8,2.3,0.9,1.8,0.436,0.331,0.736,6.2,0.125,2003
ORV,F,Carlos Boozer,22,CLE,1,615,0.002,0.0,0.0,1.0,75,34.6,15.5,11.4,2.0,1.0,0.7,0.523,0.167,0.768,9.4,0.174,2003
ORV,G,Steve Francis,26,HOU,1,615,0.002,0.0,0.0,1.0,79,40.4,16.6,5.5,6.2,1.8,0.4,0.403,0.292,0.775,7.1,0.107,2003
ORV,G,Corey Maggette,24,LAC,1,615,0.002,0.0,0.0,1.0,73,36.0,20.7,5.9,3.1,0.9,0.2,0.447,0.329,0.848,8.6,0.157,2003
ORV,F,Kenyon Martin,26,NJN,1,615,0.002,0.0,0.0,1.0,65,34.6,16.7,9.5,2.5,1.5,1.3,0.488,0.28,0.684,6.7,0.142,2003
ORV,C,Theo Ratliff,30,TOT,1,615,0.002,0.0,0.0,1.0,85,31.3,7.9,7.2,0.8,0.6,3.6,0.485,,0.645,5.2,0.094,2003
1st,C,Shaquille O'Neal,32,MIA,616,620,0.994,122.0,,,73,34.1,22.9,10.4,2.7,0.5,2.3,0.601,,0.461,11.0,0.211,2004
1st,G,Steve Nash,30,PHO,606,620,0.977,118.0,,,75,34.3,15.5,3.3,11.5,1.0,0.1,0.502,0.431,0.887,10.9,0.203,2004
1st,F,Tim Duncan,28,SAS,553,620,0.892,95.0,,,66,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245,2004
1st,F,Dirk Nowitzki,26,DAL,510,620,0.823,75.0,,,78,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.869,15.6,0.248,2004
1st,G,Allen Iverson,29,PHI,498,620,0.803,69.0,,,75,42.3,30.7,4.0,7.9,2.4,0.1,0.424,0.308,0.835,9.0,0.136,2004
2nd,F,LeBron James,20,CLE,421,620,0.679,45.0,,,80,42.4,27.2,7.4,7.2,2.2,0.7,0.472,0.351,0.75,14.3,0.203,2004
2nd,G,Dwyane Wade,23,MIA,417,620,0.673,35.0,,,77,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11.0,0.177,2004
2nd,F,Kevin Garnett,28,MIN,408,620,0.658,34.0,,,82,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,16.1,0.248,2004
2nd,C,Amar'e Stoudemire,22,PHO,367,620,0.592,9.0,,,80,36.1,26.0,8.9,1.6,1.0,1.6,0.559,0.188,0.733,14.6,0.243,2004
2nd,G,Ray Allen,29,SEA,177,620,0.285,1.0,,,78,39.3,23.9,4.4,3.7,1.1,0.1,0.428,0.376,0.883,10.7,0.168,2004
3rd,F,Tracy McGrady,25,HOU,264,620,0.426,15.0,,,78,40.8,25.7,6.2,5.7,1.7,0.7,0.431,0.326,0.774,12.0,0.18,2004
3rd,F,Shawn Marion,26,PHO,134,620,0.216,0.0,,,81,38.8,19.4,11.3,1.9,2.0,1.5,0.476,0.334,0.833,12.5,0.191,2004
3rd,G,Kobe Bryant,26,LAL,108,620,0.174,1.0,,,66,40.7,27.6,5.9,6.0,1.3,0.8,0.433,0.339,0.816,8.1,0.145,2004
3rd,C,Ben Wallace,30,DET,105,620,0.169,0.0,,,74,36.1,9.7,12.2,1.7,1.4,2.4,0.453,0.111,0.428,8.5,0.153,2004
3rd,G,Gilbert Arenas,23,WAS,104,620,0.168,1.0,,,80,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,11.5,0.169,2004
ORV,C,Yao Ming,24,HOU,82,620,0.132,0.0,,,80,30.6,18.3,8.4,0.8,0.4,2.0,0.552,,0.783,10.7,0.21,2004
ORV,F,Vince Carter,28,TOT,63,620,0.102,0.0,,,77,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,9.4,0.159,2004
ORV,G,Jason Kidd,31,NJN,16,620,0.026,0.0,,,66,36.9,14.4,7.4,8.3,1.9,0.1,0.398,0.36,0.74,7.2,0.143,2004
ORV,F,Paul Pierce,27,BOS,15,620,0.024,0.0,,,82,36.1,21.6,6.6,4.2,1.6,0.5,0.455,0.37,0.822,11.2,0.182,2004
ORV,C,Marcus Camby,30,DEN,14,620,0.023,0.0,,,66,30.5,10.3,10.0,2.3,0.9,3.0,0.465,0.0,0.723,5.8,0.138,2004
ORV,F,Rashard Lewis,25,SEA,13,620,0.021,0.0,,,71,38.0,20.5,5.5,1.3,1.1,0.9,0.462,0.4,0.777,8.4,0.15,2004
ORV,G,Manu Ginóbili,27,SAS,12,620,0.019,0.0,,,74,29.6,16.0,4.4,3.9,1.6,0.4,0.471,0.376,0.803,11.0,0.24,2004
ORV,C,Zydrunas Ilgauskas,29,CLE,11,620,0.018,0.0,,,78,33.5,16.9,8.6,1.3,0.7,2.1,0.468,0.286,0.799,8.1,0.149,2004
ORV,C,Jermaine O'Neal,26,IND,8,620,0.013,0.0,,,44,34.8,24.3,8.8,1.9,0.6,2.0,0.452,0.167,0.754,3.8,0.118,2004
ORV,G,Tony Parker,22,SAS,7,620,0.011,0.0,,,80,34.2,16.6,3.7,6.1,1.2,0.1,0.482,0.276,0.65,8.1,0.141,2004
