,All_NBA_Team,Player,Pts Won,Pts Max,Share,Year,Winner
509,ORV,Karl Malone,41,630,0.065,2001,0
510,ORV,Andre Miller,32,630,0.051,2001,0
511,ORV,Elton Brand,29,630,0.046,2001,0
512,ORV,Michael Jordan,29,630,0.046,2001,0
513,ORV,Antoine Walker,28,630,0.044,2001,0
514,ORV,Alonzo Mourning,25,630,0.04,2001,0
515,ORV,Baron Davis,24,630,0.038,2001,0
516,ORV,Rasheed Wallace,15,630,0.024,2001,0
517,ORV,Ray Allen,13,630,0.021,2001,0
518,ORV,John Stockton,11,630,0.017,2001,0
519,ORV,Shareef Abdur-Rahim,5,630,0.008,2001,0
520,ORV,Michael Finley,5,630,0.008,2001,0
521,ORV,Steve Francis,5,630,0.008,2001,0
522,ORV,Mike Bibby,4,630,0.006,2001,0
523,ORV,Pau Gasol,4,630,0.006,2001,0
524,ORV,Raef LaFrentz,4,630,0.006,2001,0
525,ORV,Shawn Marion,4,630,0.006,2001,0
526,ORV,David Robinson,4,630,0.006,2001,0
527,ORV,Vince Carter,3,630,0.005,2001,0
528,ORV,Antonio Davis,3,630,0.005,2001,0
529,ORV,Clifford Robinson,3,630,0.005,2001,0
530,ORV,Rashard Lewis,2,630,0.003,2001,0
531,ORV,Michael Olowokandi,2,630,0.003,2001,0
532,ORV,Elden Campbell,1,630,0.002,2001,0
533,ORV,Sam Cassell,1,630,0.002,2001,0
534,ORV,Reggie Miller,1,630,0.002,2001,0
535,ORV,Cuttino Mobley,1,630,0.002,2001,0
536,ORV,Wally Szczerbiak,1,630,0.002,2001,0
537,1st,Tim Duncan,603,610,0.989,2002,1
538,1st,Kobe Bryant,599,610,0.982,2002,1
539,1st,Kevin Garnett,596,610,0.977,2002,1
540,1st,Shaquille O'Neal,593,610,0.972,2002,1
541,1st,Tracy McGrady,578,610,0.948,2002,1
542,2nd,Dirk Nowitzki,360,610,0.59,2002,2
543,2nd,Jason Kidd,355,610,0.582,2002,2
544,2nd,Allen Iverson,350,610,0.574,2002,2
545,2nd,Chris Webber,310,610,0.508,2002,2
546,2nd,Ben Wallace,307,610,0.503,2002,2
547,3rd,Jermaine O'Neal,165,610,0.27,2002,3
548,3rd,Stephon Marbury,141,610,0.231,2002,3
549,3rd,Paul Pierce,91,610,0.149,2002,3
550,3rd,Steve Nash,85,610,0.139,2002,3
551,3rd,Jamal Mashburn,63,610,0.103,2002,3
552,ORV,Yao Ming,55,610,0.09,2002,0
553,ORV,Karl Malone,33,610,0.054,2002,0
554,ORV,Shawn Marion,28,610,0.046,2002,0
555,ORV,Zydrunas Ilgauskas,25,610,0.041,2002,0
556,ORV,Vlade Divac,23,610,0.038,2002,0
557,ORV,Steve Francis,18,610,0.03,2002,0
558,ORV,Ray Allen,15,610,0.025,2002,0
559,ORV,Gary Payton,14,610,0.023,2002,0
560,ORV,Rasheed Wallace,14,610,0.023,2002,0
561,ORV,Allan Houston,10,610,0.016,2002,0
562,ORV,Pau Gasol,8,610,0.013,2002,0
563,ORV,Brad Miller,8,610,0.013,2002,0
564,ORV,David Robinson,8,610,0.013,2002,0
565,ORV,Peja Stojaković,8,610,0.013,2002,0
566,ORV,Michael Jordan,7,610,0.011,2002,0
567,ORV,Elton Brand,2,610,0.003,2002,0
568,ORV,Brian Grant,2,610,0.003,2002,0
569,ORV,Antawn Jamison,2,610,0.003,2002,0
570,ORV,Theo Ratliff,2,610,0.003,2002,0
571,ORV,Amar'e Stoudemire,2,610,0.003,2002,0
572,ORV,Antoine Walker,2,610,0.003,2002,0
573,ORV,Mike Bibby,1,610,0.002,2002,0
574,ORV,Michael Finley,1,610,0.002,2002,0
575,ORV,Jamaal Magloire,1,610,0.002,2002,0
576,ORV,Tony Parker,1,610,0.002,2002,0
577,ORV,Jalen Rose,1,610,0.002,2002,0
578,ORV,John Stockton,1,610,0.002,2002,0
579,ORV,Wally Szczerbiak,1,610,0.002,2002,0
580,1st,Kevin Garnett,615,615,1.0,2003,1
581,1st,Tim Duncan,597,615,0.971,2003,1
582,1st,Kobe Bryant,582,615,0.946,2003,1
583,1st,Shaquille O'Neal,556,615,0.904,2003,1
584,1st,Jason Kidd,421,615,0.685,2003,1
585,2nd,Jermaine O'Neal,423,615,0.688,2003,2
586,2nd,Peja Stojaković,378,615,0.615,2003,2
587,2nd,Sam Cassell,322,615,0.524,2003,2
588,2nd,Tracy McGrady,274,615,0.446,2003,2
589,2nd,Ben Wallace,195,615,0.317,2003,2
590,3rd,Yao Ming,189,615,0.307,2003,3
591,3rd,Baron Davis,176,615,0.286,2003,3
592,3rd,Dirk Nowitzki,145,615,0.236,2003,3
593,3rd,Michael Redd,95,615,0.154,2003,3
594,3rd,Metta World Peace,90,615,0.146,2003,3
595,ORV,Steve Nash,75,615,0.122,2003,0
596,ORV,Paul Pierce,68,615,0.111,2003,0
597,ORV,LeBron James,48,615,0.078,2003,0
598,ORV,Andrei Kirilenko,48,615,0.078,2003,0
599,ORV,Stephon Marbury,44,615,0.072,2003,0
600,ORV,Lamar Odom,20,615,0.033,2003,0
601,ORV,Mike Bibby,18,615,0.029,2003,0
602,ORV,Zach Randolph,18,615,0.029,2003,0
603,ORV,Vince Carter,16,615,0.026,2003,0
604,ORV,Carmelo Anthony,14,615,0.023,2003,0
605,ORV,Chauncey Billups,12,615,0.02,2003,0
606,ORV,Brad Miller,12,615,0.02,2003,0
607,ORV,Jamaal Magloire,9,615,0.015,2003,0
608,ORV,Pau Gasol,8,615,0.013,2003,0
609,ORV,Allen Iverson,8,615,0.013,2003,0
610,ORV,Ray Allen,6,615,0.01,2003,0
611,ORV,Elton Brand,5,615,0.008,2003,0
612,ORV,Erick Dampier,4,615,0.007,2003,0
613,ORV,Michael Finley,4,615,0.007,2003,0
614,ORV,Manu Ginóbili,4,615,0.007,2003,0
615,ORV,Zydrunas Ilgauskas,4,615,0.007,2003,0
616,ORV,Amar'e Stoudemire,4,615,0.007,2003,0
617,ORV,Jason Williams,4,615,0.007,2003,0
618,ORV,Richard Hamilton,3,615,0.005,2003,0
619,ORV,Shawn Marion,2,615,0.003,2003,0
620,ORV,Tony Parker,2,615,0.003,2003,0
621,ORV,Rasheed Wallace,2,615,0.003,2003,0
622,ORV,Carlos Boozer,1,615,0.002,2003,0
623,ORV,Steve Francis,1,615,0.002,2003,0
624,ORV,Corey Maggette,1,615,0.002,2003,0
625,ORV,Kenyon Martin,1,615,0.002,2003,0
626,ORV,Theo Ratliff,1,615,0.002,2003,0
627,1st,Shaquille O'Neal,616,620,0.994,2004,1
628,1st,Steve Nash,606,620,0.977,2004,1
629,1st,Tim Duncan,553,620,0.892,2004,1
630,1st,Dirk Nowitzki,510,620,0.823,2004,1
631,1st,Allen Iverson,498,620,0.803,2004,1
632,2nd,LeBron James,421,620,0.679,2004,2
633,2nd,Dwyane Wade,417,620,0.673,2004,2
634,2nd,Kevin Garnett,408,620,0.658,2004,2
635,2nd,Amar'e Stoudemire,367,620,0.592,2004,2
636,2nd,Ray Allen,177,620,0.285,2004,2
637,3rd,Tracy McGrady,264,620,0.426,2004,3
638,3rd,Shawn Marion,134,620,0.216,2004,3
639,3rd,Kobe Bryant,108,620,0.174,2004,3
640,3rd,Ben Wallace,105,620,0.169,2004,3
641,3rd,Gilbert Arenas,104,620,0.168,2004,3
642,ORV,Yao Ming,82,620,0.132,2004,0
643,ORV,Vince Carter,63,620,0.102,2004,0
644,ORV,Jason Kidd,16,620,0.026,2004,0
645,ORV,Paul Pierce,15,620,0.024,2004,0
646,ORV,Marcus Camby,14,620,0.023,2004,0
647,ORV,Rashard Lewis,13,620,0.021,2004,0
648,ORV,Manu Ginóbili,12,620,0.019,2004,0
649,ORV,Zydrunas Ilgauskas,11,620,0.018,2004,0
650,ORV,Jermaine O'Neal,8,620,0.013,2004,0
651,ORV,Tony Parker,7,620,0.011,2004,0
652,ORV,Mike Bibby,6,620,0.01,2004,0
653,ORV,Elton Brand,6,620,0.01,2004,0
654,ORV,Grant Hill,6,620,0.01,2004,0
655,ORV,Carmelo Anthony,5,620,0.008,2004,0
656,ORV,Antawn Jamison,5,620,0.008,2004,0
657,ORV,Richard Hamilton,3,620,0.005,2004,0
658,ORV,Tayshaun Prince,3,620,0.005,2004,0
659,ORV,Chauncey Billups,2,620,0.003,2004,0
660,ORV,Chris Bosh,2,620,0.003,2004,0
661,ORV,Stephon Marbury,2,620,0.003,2004,0
662,ORV,Reggie Miller,2,620,0.003,2004,0
663,ORV,Michael Redd,2,620,0.003,2004,0
664,ORV,Larry Hughes,1,620,0.002,2004,0
665,ORV,Corey Maggette,1,620,0.002,2004,0
666,ORV,Kenyon Martin,1,620,0.002,2004,0
667,ORV,Brad Miller,1,620,0.002,2004,0
668,ORV,Peja Stojaković,1,620,0.002,2004,0
669,1st,LeBron James,610,630,0.968,2005,1
670,1st,Kobe Bryant,597,630,0.948,2005,1
671,1st,Dirk Nowitzki,584,630,0.927,2005,1
672,1st,Steve Nash,583,630,0.925,2005,1
673,1st,Shaquille O'Neal,402,630,0.638,2005,1
674,2nd,Chauncey Billups,378,630,0.6,2005,2
675,2nd,Dwyane Wade,373,630,0.592,2005,2
676,2nd,Ben Wallace,363,630,0.576,2005,2
677,2nd,Elton Brand,309,630,0.49,2005,2
678,2nd,Tim Duncan,277,630,0.44,2005,2
679,3rd,Shawn Marion,270,630,0.429,2005,3
680,3rd,Yao Ming,261,630,0.414,2005,3
681,3rd,Allen Iverson,104,630,0.165,2005,3
682,3rd,Carmelo Anthony,97,630,0.154,2005,3
683,3rd,Gilbert Arenas,79,630,0.125,2005,3
684,ORV,Kevin Garnett,94,630,0.149,2005,0
685,ORV,Tony Parker,66,630,0.105,2005,0
686,ORV,Pau Gasol,49,630,0.078,2005,0
687,ORV,Vince Carter,47,630,0.075,2005,0
688,ORV,Paul Pierce,29,630,0.046,2005,0
689,ORV,Jason Kidd,20,630,0.032,2005,0
690,ORV,Dwight Howard,11,630,0.017,2005,0
691,ORV,Marcus Camby,9,630,0.014,2005,0
692,ORV,Richard Hamilton,9,630,0.014,2005,0
693,ORV,Rasheed Wallace,8,630,0.013,2005,0
694,ORV,Zydrunas Ilgauskas,5,630,0.008,2005,0
695,ORV,Nenad Krstić,5,630,0.008,2005,0
696,ORV,Ray Allen,4,630,0.006,2005,0
697,ORV,Mehmet Okur,4,630,0.006,2005,0
698,ORV,Michael Redd,4,630,0.006,2005,0
699,ORV,Brad Miller,3,630,0.005,2005,0
700,ORV,Sam Cassell,2,630,0.003,2005,0
701,ORV,Joe Johnson,2,630,0.003,2005,0
702,ORV,Mike Bibby,1,630,0.002,2005,0
703,ORV,Chris Bosh,1,630,0.002,2005,0
704,ORV,Boris Diaw,1,630,0.002,2005,0
705,ORV,Antawn Jamison,1,630,0.002,2005,0
706,ORV,Chris Kaman,1,630,0.002,2005,0
707,ORV,Andrei Kirilenko,1,630,0.002,2005,0
708,ORV,Chris Paul,1,630,0.002,2005,0
709,1st,Steve Nash,645,645,1.0,2006,1
710,1st,Kobe Bryant,643,645,0.997,2006,1
711,1st,Dirk Nowitzki,634,645,0.983,2006,1
712,1st,Tim Duncan,573,645,0.888,2006,1
713,1st,Amar'e Stoudemire,351,645,0.544,2006,1
714,2nd,LeBron James,494,645,0.766,2006,2
715,2nd,Yao Ming,333,645,0.516,2006,2
716,2nd,Gilbert Arenas,295,645,0.457,2006,2
717,2nd,Tracy McGrady,278,645,0.431,2006,2
718,2nd,Chris Bosh,234,645,0.363,2006,2
719,3rd,Dwyane Wade,241,645,0.374,2006,3
720,3rd,Kevin Garnett,225,645,0.349,2006,3
721,3rd,Carmelo Anthony,142,645,0.22,2006,3
722,3rd,Dwight Howard,108,645,0.167,2006,3
723,3rd,Chauncey Billups,86,645,0.133,2006,3
724,ORV,Carlos Boozer,127,645,0.197,2006,0
725,ORV,Shaquille O'Neal,70,645,0.109,2006,0
726,ORV,Jason Kidd,58,645,0.09,2006,0
727,ORV,Marcus Camby,42,645,0.065,2006,0
728,ORV,Shawn Marion,41,645,0.064,2006,0
729,ORV,Allen Iverson,39,645,0.06,2006,0
730,ORV,Tony Parker,39,645,0.06,2006,0
731,ORV,Vince Carter,15,645,0.023,2006,0
732,ORV,Deron Williams,15,645,0.023,2006,0
733,ORV,Josh Howard,11,645,0.017,2006,0
734,ORV,Elton Brand,8,645,0.012,2006,0
735,ORV,Mehmet Okur,7,645,0.011,2006,0
736,ORV,Baron Davis,6,645,0.009,2006,0
737,ORV,Michael Redd,6,645,0.009,2006,0
738,ORV,Ray Allen,5,645,0.008,2006,0
739,ORV,Richard Hamilton,4,645,0.006,2006,0
740,ORV,Ben Gordon,3,645,0.005,2006,0
741,ORV,Joe Johnson,3,645,0.005,2006,0
742,ORV,Chris Paul,3,645,0.005,2006,0
743,ORV,Eddy Curry,2,645,0.003,2006,0
744,ORV,Paul Pierce,2,645,0.003,2006,0
745,ORV,Jason Terry,2,645,0.003,2006,0
746,ORV,Ben Wallace,2,645,0.003,2006,0
747,ORV,Tyson Chandler,1,645,0.002,2006,0
748,ORV,Luol Deng,1,645,0.002,2006,0
749,ORV,Pau Gasol,1,645,0.002,2006,0
750,ORV,Manu Ginóbili,1,645,0.002,2006,0
751,ORV,Jermaine O'Neal,1,645,0.002,2006,0
752,ORV,Chris Webber,1,645,0.002,2006,0
753,1st,Kobe Bryant,635,635,1.0,2007,1
754,1st,Chris Paul,629,635,0.991,2007,1
755,1st,Kevin Garnett,612,635,0.964,2007,1
756,1st,LeBron James,610,635,0.961,2007,1
757,1st,Dwight Howard,546,635,0.86,2007,1
758,2nd,Amar'e Stoudemire,412,635,0.649,2007,2
759,2nd,Tim Duncan,397,635,0.625,2007,2
760,2nd,Steve Nash,311,635,0.49,2007,2
761,2nd,Deron Williams,228,635,0.359,2007,2
762,2nd,Dirk Nowitzki,189,635,0.298,2007,2
763,3rd,Carlos Boozer,174,635,0.274,2007,3
764,3rd,Paul Pierce,151,635,0.238,2007,3
765,3rd,Tracy McGrady,137,635,0.216,2007,3
766,3rd,Manu Ginóbili,123,635,0.194,2007,3
767,3rd,Yao Ming,71,635,0.112,2007,3
768,ORV,Allen Iverson,116,635,0.183,2007,0
769,ORV,Carmelo Anthony,89,635,0.14,2007,0
770,ORV,Marcus Camby,59,635,0.093,2007,0
771,ORV,Chauncey Billups,38,635,0.06,2007,0
772,ORV,Baron Davis,32,635,0.05,2007,0
773,ORV,David West,24,635,0.038,2007,0
774,ORV,Rasheed Wallace,22,635,0.035,2007,0
775,ORV,Tyson Chandler,18,635,0.028,2007,0
776,ORV,Antawn Jamison,15,635,0.024,2007,0
777,ORV,Al Jefferson,14,635,0.022,2007,0
778,ORV,Chris Bosh,11,635,0.017,2007,0
779,ORV,Joe Johnson,8,635,0.013,2007,0
780,ORV,Andre Miller,7,635,0.011,2007,0
781,ORV,Caron Butler,5,635,0.008,2007,0
782,ORV,Pau Gasol,5,635,0.008,2007,0
783,ORV,Shaquille O'Neal,5,635,0.008,2007,0
784,ORV,Ray Allen,4,635,0.006,2007,0
785,ORV,Kevin Martin,4,635,0.006,2007,0
786,ORV,Hedo Türkoğlu,3,635,0.005,2007,0
787,ORV,Richard Hamilton,2,635,0.003,2007,0
788,ORV,Josh Howard,2,635,0.003,2007,0
789,ORV,Jason Kidd,2,635,0.003,2007,0
790,ORV,Andre Iguodala,1,635,0.002,2007,0
791,ORV,Tony Parker,1,635,0.002,2007,0
792,ORV,Tayshaun Prince,1,635,0.002,2007,0
793,ORV,Michael Redd,1,635,0.002,2007,0
794,ORV,Brandon Roy,1,635,0.002,2007,0
795,1st,LeBron James,610,610,1.0,2008,1
796,1st,Kobe Bryant,604,610,0.99,2008,1
797,1st,Dwight Howard,598,610,0.98,2008,1
798,1st,Dwyane Wade,572,610,0.938,2008,1
799,1st,Dirk Nowitzki,383,610,0.628,2008,1
800,2nd,Chris Paul,424,610,0.695,2008,2
801,2nd,Tim Duncan,378,610,0.62,2008,2
802,2nd,Yao Ming,354,610,0.58,2008,2
803,2nd,Paul Pierce,330,610,0.541,2008,2
804,2nd,Brandon Roy,189,610,0.31,2008,2
805,3rd,Pau Gasol,165,610,0.27,2008,3
806,3rd,Tony Parker,158,610,0.259,2008,3
807,3rd,Chauncey Billups,131,610,0.215,2008,3
808,3rd,Carmelo Anthony,116,610,0.19,2008,3
809,3rd,Shaquille O'Neal,68,610,0.111,2008,3
810,ORV,Deron Williams,105,610,0.172,2008,0
811,ORV,Kevin Garnett,72,610,0.118,2008,0
812,ORV,Chris Bosh,56,610,0.092,2008,0
813,ORV,Joe Johnson,36,610,0.059,2008,0
814,ORV,Kevin Durant,34,610,0.056,2008,0
815,ORV,Danny Granger,25,610,0.041,2008,0
816,ORV,David West,12,610,0.02,2008,0
817,ORV,Mo Williams,10,610,0.016,2008,0
818,ORV,Al Jefferson,8,610,0.013,2008,0
819,ORV,Antawn Jamison,7,610,0.011,2008,0
820,ORV,Steve Nash,7,610,0.011,2008,0
821,ORV,Ray Allen,6,610,0.01,2008,0
822,ORV,Nenê,6,610,0.01,2008,0
823,ORV,Devin Harris,5,610,0.008,2008,0
824,ORV,LaMarcus Aldridge,4,610,0.007,2008,0
825,ORV,David Lee,4,610,0.007,2008,0
826,ORV,Rajon Rondo,2,610,0.003,2008,0
827,ORV,Carlos Boozer,1,610,0.002,2008,0
828,ORV,Caron Butler,1,610,0.002,2008,0
829,ORV,Vince Carter,1,610,0.002,2008,0
830,ORV,Andre Iguodala,1,610,0.002,2008,0
831,ORV,Andre Miller,1,610,0.002,2008,0
832,ORV,Paul Millsap,1,610,0.002,2008,0
833,ORV,Jermaine O'Neal,1,610,0.002,2008,0
834,ORV,Derrick Rose,1,610,0.002,2008,0
835,ORV,Hedo Türkoğlu,1,610,0.002,2008,0
836,1st,Dwight Howard,610,610,1.0,2009,1
837,1st,LeBron James,610,610,1.0,2009,1
838,1st,Kobe Bryant,604,610,0.99,2009,1
839,1st,Kevin Durant,579,610,0.949,2009,1
840,1st,Dwyane Wade,520,610,0.852,2009,1
841,2nd,Steve Nash,366,610,0.6,2009,2
842,2nd,Dirk Nowitzki,356,610,0.584,2009,2
843,2nd,Deron Williams,343,610,0.562,2009,2
844,2nd,Carmelo Anthony,321,610,0.526,2009,2
845,2nd,Amar'e Stoudemire,239,610,0.392,2009,2
846,3rd,Andrew Bogut,149,610,0.244,2009,3
847,3rd,Tim Duncan,125,610,0.205,2009,3
848,3rd,Joe Johnson,118,610,0.193,2009,3
849,3rd,Pau Gasol,94,610,0.154,2009,3
850,3rd,Brandon Roy,87,610,0.143,2009,3
851,ORV,Chris Bosh,80,610,0.131,2009,0
852,ORV,Rajon Rondo,47,610,0.077,2009,0
853,ORV,David Lee,43,610,0.07,2009,0
854,ORV,Carlos Boozer,33,610,0.054,2009,0
855,ORV,Chauncey Billups,24,610,0.039,2009,0
856,ORV,Zach Randolph,20,610,0.033,2009,0
857,ORV,Al Horford,19,610,0.031,2009,0
858,ORV,Jason Kidd,18,610,0.03,2009,0
859,ORV,Derrick Rose,15,610,0.025,2009,0
860,ORV,Chris Paul,14,610,0.023,2009,0
861,ORV,Manu Ginóbili,13,610,0.021,2009,0
862,ORV,Chris Kaman,9,610,0.015,2009,0
863,ORV,Brook Lopez,6,610,0.01,2009,0
864,ORV,Paul Pierce,6,610,0.01,2009,0
865,ORV,Josh Smith,6,610,0.01,2009,0
866,ORV,Gerald Wallace,5,610,0.008,2009,0
867,ORV,Marcus Camby,3,610,0.005,2009,0
868,ORV,Andrew Bynum,2,610,0.003,2009,0
869,ORV,Danny Granger,2,610,0.003,2009,0
870,ORV,Kevin Garnett,1,610,0.002,2009,0
871,ORV,Tony Parker,1,610,0.002,2009,0
872,ORV,David West,1,610,0.002,2009,0
873,ORV,Mo Williams,1,610,0.002,2009,0
874,1st,LeBron James,595,595,1.0,2010,1
875,1st,Dwight Howard,593,595,0.997,2010,1
876,1st,Derrick Rose,593,595,0.997,2010,1
877,1st,Kobe Bryant,551,595,0.926,2010,1
878,1st,Kevin Durant,492,595,0.827,2010,1
879,2nd,Dirk Nowitzki,437,595,0.734,2010,2
880,2nd,Amar'e Stoudemire,437,595,0.734,2010,2
881,2nd,Dwyane Wade,392,595,0.659,2010,2
882,2nd,Pau Gasol,259,595,0.435,2010,2
883,2nd,Russell Westbrook,184,595,0.309,2010,2
884,3rd,Chris Paul,157,595,0.264,2010,3
885,3rd,LaMarcus Aldridge,135,595,0.227,2010,3
886,3rd,Manu Ginóbili,106,595,0.178,2010,3
887,3rd,Zach Randolph,67,595,0.113,2010,3
888,3rd,Al Horford,62,595,0.104,2010,3
889,ORV,Rajon Rondo,68,595,0.114,2010,0
890,ORV,Paul Pierce,55,595,0.092,2010,0
891,ORV,Carmelo Anthony,53,595,0.089,2010,0
892,ORV,Kevin Love,48,595,0.081,2010,0
893,ORV,Tim Duncan,43,595,0.072,2010,0
894,ORV,Blake Griffin,36,595,0.061,2010,0
895,ORV,Tony Parker,27,595,0.045,2010,0
896,ORV,Kevin Garnett,22,595,0.037,2010,0
897,ORV,Deron Williams,19,595,0.032,2010,0
898,ORV,Steve Nash,17,595,0.029,2010,0
899,ORV,Andrew Bogut,13,595,0.022,2010,0
900,ORV,Monta Ellis,11,595,0.018,2010,0
901,ORV,Nenê,11,595,0.018,2010,0
902,ORV,Andrew Bynum,9,595,0.015,2010,0
903,ORV,Tyson Chandler,7,595,0.012,2010,0
904,ORV,Kevin Martin,7,595,0.012,2010,0
905,ORV,Joakim Noah,5,595,0.008,2010,0
906,ORV,Marc Gasol,3,595,0.005,2010,0
907,ORV,Al Jefferson,3,595,0.005,2010,0
908,ORV,Kendrick Perkins,3,595,0.005,2010,0
909,ORV,Andrea Bargnani,2,595,0.003,2010,0
910,ORV,Chris Bosh,2,595,0.003,2010,0
911,ORV,Ray Allen,1,595,0.002,2010,0
912,ORV,Luol Deng,1,595,0.002,2010,0
913,ORV,Eric Gordon,1,595,0.002,2010,0
914,ORV,Andre Iguodala,1,595,0.002,2010,0
915,ORV,Jason Kidd,1,595,0.002,2010,0
916,ORV,Emeka Okafor,1,595,0.002,2010,0
917,ORV,Luis Scola,1,595,0.002,2010,0
918,ORV,Gerald Wallace,1,595,0.002,2010,0
919,1st,LeBron James,596,600,0.993,2011,1
920,1st,Kevin Durant,591,600,0.985,2011,1
921,1st,Kobe Bryant,568,600,0.947,2011,1
922,1st,Chris Paul,484,600,0.807,2011,1
923,1st,Dwight Howard,476,600,0.793,2011,1
924,2nd,Andrew Bynum,400,600,0.667,2011,2
925,2nd,Tony Parker,367,600,0.612,2011,2
926,2nd,Kevin Love,365,600,0.608,2011,2
927,2nd,Russell Westbrook,239,600,0.398,2011,2
928,2nd,Blake Griffin,170,600,0.283,2011,2
929,3rd,Dwyane Wade,235,600,0.392,2011,3
930,3rd,Carmelo Anthony,154,600,0.257,2011,3
931,3rd,Rajon Rondo,142,600,0.237,2011,3
932,3rd,Dirk Nowitzki,136,600,0.227,2011,3
933,3rd,Tyson Chandler,60,600,0.1,2011,3
934,ORV,LaMarcus Aldridge,55,600,0.092,2011,0
935,ORV,Marc Gasol,52,600,0.087,2011,0
936,ORV,Derrick Rose,44,600,0.073,2011,0
937,ORV,Josh Smith,33,600,0.055,2011,0
938,ORV,Paul Pierce,31,600,0.052,2011,0
939,ORV,Al Jefferson,30,600,0.05,2011,0
940,ORV,Pau Gasol,27,600,0.045,2011,0
941,ORV,Steve Nash,24,600,0.04,2011,0
942,ORV,Kevin Garnett,22,600,0.037,2011,0
943,ORV,Tim Duncan,18,600,0.03,2011,0
944,ORV,Joe Johnson,16,600,0.027,2011,0
945,ORV,Deron Williams,14,600,0.023,2011,0
946,ORV,Rudy Gay,10,600,0.017,2011,0
947,ORV,James Harden,8,600,0.013,2011,0
948,ORV,Luol Deng,5,600,0.008,2011,0
949,ORV,Roy Hibbert,5,600,0.008,2011,0
950,ORV,Manu Ginóbili,3,600,0.005,2011,0
951,ORV,Danny Granger,3,600,0.005,2011,0
952,ORV,Joakim Noah,3,600,0.005,2011,0
953,ORV,Chris Bosh,2,600,0.003,2011,0
954,ORV,Monta Ellis,2,600,0.003,2011,0
955,ORV,Marcin Gortat,2,600,0.003,2011,0
956,ORV,Serge Ibaka,2,600,0.003,2011,0
957,ORV,Paul Millsap,2,600,0.003,2011,0
958,ORV,Luis Scola,2,600,0.003,2011,0
959,ORV,DeMarcus Cousins,1,600,0.002,2011,0
960,ORV,David Lee,1,600,0.002,2011,0
961,1st,LeBron James,595,595,1.0,2012,1
962,1st,Kevin Durant,555,595,0.933,2012,1
963,1st,Chris Paul,537,595,0.903,2012,1
964,1st,Kobe Bryant,521,595,0.876,2012,1
965,1st,Tim Duncan,392,595,0.659,2012,1
966,2nd,Carmelo Anthony,397,595,0.667,2012,2
967,2nd,Russell Westbrook,306,595,0.514,2012,2
968,2nd,Marc Gasol,295,595,0.496,2012,2
969,2nd,Tony Parker,273,595,0.459,2012,2
970,2nd,Blake Griffin,132,595,0.222,2012,2
971,3rd,James Harden,253,595,0.425,2012,3
972,3rd,Dwight Howard,203,595,0.341,2012,3
973,3rd,Dwyane Wade,145,595,0.244,2012,3
974,3rd,David Lee,79,595,0.133,2012,3
975,3rd,Paul George,73,595,0.123,2012,3
976,ORV,Brook Lopez,132,595,0.222,2012,0
977,ORV,Stephen Curry,72,595,0.121,2012,0
978,ORV,LaMarcus Aldridge,62,595,0.104,2012,0
979,ORV,Chris Bosh,59,595,0.099,2012,0
980,ORV,Joakim Noah,56,595,0.094,2012,0
981,ORV,Zach Randolph,45,595,0.076,2012,0
982,ORV,Al Horford,31,595,0.052,2012,0
983,ORV,Paul Pierce,24,595,0.04,2012,0
984,ORV,Al Jefferson,20,595,0.034,2012,0
985,ORV,Tyson Chandler,19,595,0.032,2012,0
986,ORV,Roy Hibbert,9,595,0.015,2012,0
987,ORV,Luol Deng,8,595,0.013,2012,0
988,ORV,Kevin Garnett,8,595,0.013,2012,0
989,ORV,Ty Lawson,8,595,0.013,2012,0
990,ORV,Josh Smith,7,595,0.012,2012,0
991,ORV,Deron Williams,6,595,0.01,2012,0
992,ORV,Pau Gasol,4,595,0.007,2012,0
993,ORV,Serge Ibaka,4,595,0.007,2012,0
994,ORV,Ömer Aşık,3,595,0.005,2012,0
995,ORV,Kenneth Faried,3,595,0.005,2012,0
996,ORV,Raymond Felton,3,595,0.005,2012,0
997,ORV,Kyrie Irving,3,595,0.005,2012,0
998,ORV,Carlos Boozer,2,595,0.003,2012,0
999,ORV,Mike Conley,2,595,0.003,2012,0
1000,ORV,David West,2,595,0.003,2012,0
1001,ORV,Rudy Gay,1,595,0.002,2012,0
1002,ORV,J.J. Hickson,1,595,0.002,2012,0
1003,ORV,Andre Iguodala,1,595,0.002,2012,0
1004,ORV,Dirk Nowitzki,1,595,0.002,2012,0
1005,ORV,Nikola Peković,1,595,0.002,2012,0
1006,ORV,Rajon Rondo,1,595,0.002,2012,0
1007,ORV,Nikola Vučević,1,595,0.002,2012,0
1008,1st,Kevin Durant,625,625,1.0,2013,1
1009,1st,LeBron James,623,625,0.997,2013,1
1010,1st,Joakim Noah,551,625,0.882,2013,1
1011,1st,Chris Paul,540,625,0.864,2013,1
1012,1st,James Harden,502,625,0.803,2013,1
1013,2nd,Stephen Curry,489,625,0.782,2013,2
1014,2nd,Blake Griffin,350,625,0.56,2013,2
1015,2nd,Kevin Love,237,625,0.379,2013,2
1016,2nd,Dwight Howard,226,625,0.362,2013,2
1017,2nd,Tony Parker,210,625,0.336,2013,2
1018,3rd,LaMarcus Aldridge,191,625,0.306,2013,3
1019,3rd,Al Jefferson,191,625,0.306,2013,3
1020,3rd,Paul George,171,625,0.274,2013,3
1021,3rd,Damian Lillard,115,625,0.184,2013,3
